UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
106351,2,"12.0402","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",900,"R",30,"R",14270,"R",16500,"R",16750,"R",16750,"R",976,"R",1496,"R",1496,"R",1496,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9560,"R",10550,"R",10440,"R",11530,"R",5400,"R",6400,"R",6400,"R",6400,"R",4740,"R",5500,"R",5500,"R",5500,"12.0413","R",7850,"R",1496,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106360,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11420,"R",13045,"R",13045,"R",13045,"R",2250,"R",2250,"R",2250,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",10000,"R",10000,"R",10000,"R",3750,"R",3750,"R",3750,"R",3750,"R",2500,"R",2500,"R",2500,"R",2500,"12.0413","R",3805,"R",200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106494,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11420,"R",13045,"R",13045,"R",13045,"R",2250,"R",2250,"R",2250,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",10000,"R",10000,"R",10000,"R",3750,"R",3750,"R",3750,"R",3750,"R",2500,"R",2500,"R",2500,"R",2500,"12.0413","R",3805,"R",200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106892,2,"51.0801","A",.,"A",.,"R",23,2,"R",10,"R",40,"R",24,"R",30,"R",9960,"R",9960,"R",10700,"R",10700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5090,"R",5090,"R",5090,"R",5090,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"51.0601","R",8700,"A",.,"R",18,2,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106908,2,"12.0499","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15250,"R",15500,"R",15500,"R",15500,"R",2500,"R",3000,"R",3550,"R",3550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11632,"R",11632,"R",11223,"R",13158,"R",6450,"R",6450,"R",6450,"R",4848,"R",4246,"R",4246,"R",5063,"R",3419,"12.0413","R",7500,"R",500,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107099,4,"12.0499","A",.,"A",.,"R",1500,1,"R",12,"R",49,"R",900,"R",30,"R",13100,"R",13100,"R",13100,"R",13500,"R",295,"R",495,"R",600,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7473,"R",10021,"R",10021,"R",10021,"R",4900,"R",4949,"R",4949,"R",4949,"R",4778,"R",4949,"R",5072,"R",5072,"12.0410","R",5250,"R",1250,"R",600,1,"R",5,"12.0408","R",5250,"R",1250,"R",600,1,"R",5,"12.0413","R",3600,"R",160,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107123,1,"51.3801","R",9637,"R",1987,"R",72,2,"R",17,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107211,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",1100,"R",44,"R",13870,"R",13870,"R",13870,"R",13870,"R",1130,"R",1110,"R",1070,"R",1060,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3300,"R",3300,"R",3300,"R",3300,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"12.0413","R",4000,"R",250,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107220,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",12950,"R",13695,"R",13695,"R",13695,"R",2430,"R",2430,"R",2430,"R",3180,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8600,"R",6687,"R",6687,"R",6687,"R",4655,"R",5053,"R",5053,"R",4300,"R",4655,"R",5053,"R",5053,"R",4300,"12.0410","R",6795,"R",1005,"R",600,1,"R",4,"12.0409","R",6795,"R",2005,"R",600,1,"R",4,"12.0413","R",5700,"R",300,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107293,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15000,"R",15000,"R",15000,"R",15000,"R",2715,"R",3079,"R",2977,"R",2977,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9888,"R",10050,"R",10313,"R",10388,"R",4875,"R",4963,"R",5088,"R",5125,"R",5000,"R",4963,"R",5088,"R",5250,"12.0409","R",9430,"R",1642,"R",600,1,"R",5,"12.0413","R",5100,"R",277,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107363,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",780,"R",26,"R",10545,"R",10545,"R",10545,"R",10545,"R",1450,"R",1350,"R",1350,"R",1350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13213,"R",13413,"R",13525,"R",13525,"R",8600,"R",8738,"R",8813,"R",8813,"R",5988,"R",6088,"R",6138,"R",6138,"12.0413","R",4150,"R",750,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107442,2,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13350,"R",15825,"R",15825,"R",15825,"R",550,"R",1075,"R",1075,"R",1075,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14425,"R",14988,"R",13050,"R",14313,"R",7600,"R",7750,"R",8100,"R",8550,"R",5338,"R",5438,"R",5725,"R",5900,"12.0413","R",8050,"R",200,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107655,2,"12.0499","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",26,"R",13850,"R",14350,"R",14350,"R",14350,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3900,"R",3900,"R",3900,"R",3900,"R",1677,"R",1677,"R",1677,"R",1677,"R",650,"R",650,"R",650,"R",650,"12.0413","R",7500,"R",350,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107789,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",43,"R",13500,"R",13500,"R",13500,"R",14250,"R",3050,"R",3725,"R",3775,"R",2623,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14100,"R",14100,"R",12528,"R",15984,"R",7824,"R",7824,"R",8400,"R",4236,"R",5148,"R",5148,"R",7536,"R",1992,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107831,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",13200,"R",13200,"R",14070,"R",14900,"R",1116,"R",1116,"R",1395,"R",2189,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18315,"R",18315,"R",19226,"R",18956,"R",2104,"R",2104,"R",2205,"R",3893,"R",1530,"R",1530,"R",1609,"R",7425,"12.0410","R",6970,"R",2039,"R",600,1,"R",5,"12.0413","R",6270,"R",504,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108065,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",28,"R",7500,"R",9750,"R",14562,"R",13712,"R",655,"R",860,"R",1112,"R",850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4200,"R",4800,"R",6000,"R",6000,"R",600,"R",1500,"R",2400,"R",2400,"R",600,"R",1500,"R",3000,"R",3000,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108348,3,"09.0701","A",.,"A",.,"R",36,2,"R",8,"R",30,"R",36,"R",30,"R",15300,"R",15300,"R",15300,"R",15300,"R",110,"R",115,"R",115,"R",115,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9540,"R",9540,"R",9540,"R",9900,"R",4425,"R",4185,"R",4575,"R",4575,"R",3000,"R",2768,"R",3113,"R",3225,"10.0202","R",15300,"R",115,"R",36,2,"R",8,"09.0701","R",15300,"R",115,"R",30,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108649,2,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",55,"R",900,"R",26,"R",16000,"R",16000,"R",19200,"R",19200,"R",1540,"R",1540,"R",1860,"R",1860,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13778,"R",13778,"R",14039,"R",14039,"R",7590,"R",7590,"R",7590,"R",7590,"R",5528,"R",5528,"R",5528,"R",5528,"12.0409","R",8400,"R",1520,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108977,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",16100,"R",16100,"R",16100,"R",16100,"R",1250,"R",1250,"R",1400,"R",1950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16589,"R",16920,"R",19491,"R",19491,"R",6387,"R",6241,"R",4267,"R",4267,"R",6426,"R",4227,"R",4651,"R",4651,"12.0402","R",15100,"R",1650,"R",1500,1,"R",12,"12.0410","R",4100,"R",500,"R",400,1,"R",3,"12.0413","R",6100,"R",500,"R",600,1,"R",4,"12.0499","R",4100,"R",750,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109040,8,"51.0801","A",.,"A",.,"R",49,2,"R",9,"R",36,"R",36,"R",36,"R",16950,"R",16950,"R",16950,"R",17650,"A",.,"A",.,"R",1000,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11268,"R",10350,"R",10152,"R",10278,"R",4167,"R",8460,"R",8649,"R",8757,"R",4275,"R",8460,"R",8649,"R",8757,"51.3901","R",36100,"R",350,"R",1560,1,"R",14,"51.0713","R",17050,"R",900,"R",49,2,"R",9,"51.0909","R",37440,"R",1200,"R",96,2,"R",20,"51.0601","R",17750,"R",200,"R",50,2,"R",10,"51.0805","R",17775,"R",175,"R",46,2,"R",9,
109721,2,"51.0901","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",14900,"R",17000,"R",17000,"R",17000,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8610,"R",8903,"R",9503,"R",9503,"R",900,"R",1500,"R",1350,"R",1350,"R",900,"R",1500,"R",1350,"R",1500,"11.0901","R",17000,"R",0,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109730,2,"10.0105","A",.,"A",.,"R",24,2,"R",8,"R",30,"R",30,"R",30,"R",17008,"R",17008,"R",17000,"R",17000,"R",200,"R",200,"R",200,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9225,"R",10178,"R",10178,"R",10178,"R",1725,"R",1875,"R",1875,"R",1500,"R",1628,"R",1875,"R",1875,"R",1500,"11.0101","R",17000,"R",250,"R",24,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109934,8,"12.0499","A",.,"A",.,"R",1750,1,"R",13,"R",50,"R",900,"R",26,"R",20850,"R",21350,"R",21650,"R",22522,"R",4970,"R",5095,"R",4500,"R",4700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",31088,"R",32025,"R",32025,"R",14663,"R",11650,"R",11863,"R",12000,"R",12500,"R",8700,"R",8963,"R",8963,"R",6963,"12.0402","R",18000,"R",2700,"R",1500,1,"R",11,"12.0401","R",19200,"R",2900,"R",1600,1,"R",12,"12.0406","R",8127,"R",2500,"R",602,1,"R",5,"12.0410","R",8495,"R",1800,"R",600,1,"R",5,"12.0402","R",21600,"R",4100,"R",1800,1,"R",13,
110194,2,"47.0201","A",.,"A",.,"R",1040,1,"R",10,"R",40,"R",1040,"R",40,"R",14038,"R",14045,"R",15215,"R",15215,"R",245,"R",245,"R",298,"R",298,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9720,"R",9720,"R",10440,"R",11270,"R",5520,"R",6620,"R",6840,"R",6840,"R",3640,"R",4360,"R",5640,"R",5640,"47.0201","R",13337,"R",180,"R",910,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
110875,3,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",49,"R",900,"R",26,"R",15180,"R",15180,"R",15172,"R",16900,"R",1200,"R",1850,"R",1850,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15337,"R",15643,"R",16293,"R",17273,"R",5672,"R",5647,"R",5672,"R",5745,"R",5819,"R",5807,"R",5831,"R",5941,"12.0410","R",6400,"R",1084,"R",600,1,"R",5,"12.0409","R",6400,"R",1751,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111054,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",15125,"R",15200,"R",15125,"R",16625,"R",1750,"R",1900,"R",1900,"R",1900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16708,"R",16708,"R",13833,"R",23850,"R",5883,"R",5883,"R",7433,"R",8348,"R",5936,"R",5936,"R",4359,"R",8321,"12.0402","R",14925,"R",1450,"R",1500,1,"R",12,"12.0409","R",8375,"R",1000,"R",600,1,"R",5,"12.0410","R",3320,"R",600,"R",400,1,"R",4,"13.1399","R",5920,"R",0,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111513,4,"12.0401","A",.,"A",.,"R",1600,1,"R",11,"R",44,"R",900,"R",26,"R",16935,"R",16935,"R",17725,"R",17600,"R",3020,"R",3020,"R",3270,"R",3395,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15928,"R",15928,"R",15928,"R",15950,"R",594,"R",594,"R",693,"R",715,"R",1760,"R",1760,"R",1925,"R",2200,"12.0409","R",8700,"R",2070,"R",600,1,"R",4,"12.0413","R",3504,"R",975,"R",600,1,"R",4,"12.0410","R",2500,"R",1075,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111638,4,"51.3901","A",.,"A",.,"R",1656,1,"R",13,"R",52,"R",900,"R",30,"R",28256,"R",28265,"R",28765,"R",29037,"R",2794,"R",2859,"R",2929,"R",2346,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16276,"R",16601,"R",17290,"R",18044,"R",6019,"R",5993,"R",6019,"R",6006,"R",6175,"R",6162,"R",6188,"R",6188,"51.0920","R",33040,"R",4178,"R",94,2,"R",22,"51.0910","R",37069,"R",3141,"R",105,2,"R",23,"51.0806","R",40864,"R",3449,"R",74,2,"R",17,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111708,4,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",10165,"R",11182,"R",11182,"R",12182,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9390,"R",9578,"R",9975,"R",10410,"R",3473,"R",3458,"R",3473,"R",3465,"R",3563,"R",3555,"R",3570,"R",3570,"46.0415","R",11954,"R",0,"R",900,1,"R",8,"51.0801","R",11954,"R",0,"R",900,1,"R",8,"52.0407","R",11954,"R",0,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111717,8,"51.0801","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",9958,"R",10954,"R",10954,"R",11954,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8301,"R",8645,"R",9022,"R",3010,"R",2997,"R",3010,"R",3003,"R",3088,"R",3081,"R",3094,"R",3094,"47.0101","R",14375,"R",0,"R",900,1,"R",8,"51.0716","R",11672,"R",0,"R",900,1,"R",8,"46.0415","R",11954,"R",0,"R",900,1,"R",8,"47.0604","R",12221,"R",0,"R",810,1,"R",7,"47.0201","R",12182,"R",0,"R",900,1,"R",8,
111726,5,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",10165,"R",11182,"R",11182,"R",12182,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9390,"R",9578,"R",9975,"R",10410,"R",3473,"R",3458,"R",3473,"R",3465,"R",3563,"R",3555,"R",3570,"R",3570,"46.0415","R",11954,"R",0,"R",900,1,"R",8,"52.0301","R",11954,"R",0,"R",900,1,"R",8,"49.0205","R",11333,"R",0,"R",630,1,"R",5,"52.1803","R",9754,"R",0,"R",630,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111744,6,"48.0508","A",.,"A",.,"R",900,1,"R",7,"R",28,"R",900,"R",26,"R",10165,"R",11182,"R",11182,"R",12182,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8764,"R",8939,"R",9310,"R",9716,"R",3241,"R",3227,"R",3241,"R",3234,"R",3325,"R",3318,"R",3332,"R",3332,"47.0201","R",12182,"R",0,"R",900,1,"R",8,"46.0415","R",11954,"R",0,"R",900,1,"R",8,"49.0205","R",11333,"R",0,"R",630,1,"R",6,"47.0604","R",12221,"R",0,"R",810,1,"R",7,"48.0503","R",11954,"R",0,"R",900,1,"R",8,
111762,5,"51.0710","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",8624,"R",9486,"R",9486,"R",10486,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8301,"R",8645,"R",9022,"R",3010,"R",2997,"R",3010,"R",3003,"R",3088,"R",3081,"R",3094,"R",3094,"46.0415","R",11954,"R",0,"R",900,1,"R",8,"52.1803","R",9754,"R",0,"R",630,1,"R",5,"48.0508","R",12182,"R",0,"R",900,1,"R",8,"46.9999","R",10486,"R",0,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111799,2,"52.0407","A",.,"A",.,"R",900,1,"R",7,"R",28,"R",900,"R",26,"R",9958,"R",10954,"R",10954,"R",11954,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8764,"R",8939,"R",9310,"R",9716,"R",3241,"R",3227,"R",3241,"R",3234,"R",3325,"R",3318,"R",3332,"R",3332,"46.9999","R",10486,"R",0,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112181,3,"12.0401","A",.,"A",.,"R",1600,1,"R",10,"R",40,"R",900,"R",30,"R",10000,"R",10000,"R",10000,"R",10000,"R",1100,"R",1100,"R",1100,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13450,"R",13500,"R",13750,"R",13750,"R",3500,"R",3500,"R",4000,"R",4000,"R",2500,"R",2500,"R",2500,"R",2500,"12.0409","R",8000,"R",1000,"R",600,1,"R",5,"12.0410","R",1400,"R",600,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112288,8,"51.0801","A",.,"A",.,"R",760,1,"R",9,"R",34,"R",780,"R",34,"R",11907,"R",12482,"R",12518,"R",12464,"R",1266,"R",1268,"R",1232,"R",1286,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10642,"R",10855,"R",11305,"R",11798,"R",3936,"R",3919,"R",3936,"R",3927,"R",4038,"R",4029,"R",4046,"R",4046,"51.3902","R",1709,"R",391,"R",152,1,"R",2,"51.0716","R",12702,"R",1248,"R",760,1,"R",9,"51.0601","R",14624,"R",1376,"R",845,1,"R",10,"51.3501","R",12274,"R",1226,"R",740,1,"R",8,"52.0399","R",12626,"R",1774,"R",760,1,"R",10,
112367,5,"51.3901","A",.,"A",.,"R",1443,1,"R",18,"R",73,"R",900,"R",30,"R",10500,"R",12000,"R",12000,"R",12000,"R",2840,"R",2840,"R",2840,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20075,"R",20075,"R",20075,"R",20075,"R",4563,"R",4563,"R",4563,"R",4563,"R",4563,"R",4563,"R",4563,"R",4563,"51.0801","R",4500,"R",600,"R",772,1,"R",7,"51.3902","R",4500,"R",450,"R",650,1,"R",7,"51.0710","R",2730,"R",900,"R",900,1,"R",8,"52.0401","R",2145,"R",800,"R",870,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
